jd_sentence_text	jd_sent_manual_label_NEW
"Bachelor’s degree in computer science, electronics engineering or other engineering or technical discipline is required."	Education
Minimum of 13 years of experience may be substituted for degree requirements	Or_Edu_Exp
"Experience with enterprise architecture development within the Federal government, preferably the VA"	Experience
"Experience in in technical planning, architecture, design, system engineering, and implementation"	Experience
Enterprise architect certification	Certification
"Callisto is a San Francisco-based nonprofit organization that creates technology to combat sexual assault, empower survivors, and advance justice."	About_Company
"Specifically, we create websites that make it easier for sexual assault survivors to report and name their assailant and enable the detection of repeat sexual offenders."	About_Company
"We are funded by earned revenue from partner institutions and by philanthropic supporters, including Google.org, Y Combinator, Greylock Partners, and the Skoll Foundation."	About_Company
"We are a rapidly growing and powerful team, united in the belief that we can create a more safe and just world."	About_Company
"Over time, you will develop a strong understanding of the sexual assault and coercion space, with a focus on user privacy and security."	About_Company
"Experience with full stack product ownership, from front end, to data, to back end"	Experience
Experience leading and managing projects and working in team settings	Experience
Experience being trusted with responsibility as a technical product owner	Experience
"We are thoughtful, rigorous, inclusive, humble, kind, direct, creative, agile, entrepreneurial, and mission-driven."	About_Company
"Callisto offers competitive salaries, a 401k, paid leave, and medical, dental, and vision insurance."	Benefits
Our vision is a world where sexual assault is rare and survivors are supported.	About_Company
"Our mission is to create technology that combats sexual assault, supports survivors, and advances justice."	About_Company
Callisto is an equal opportunity employer.	EOE
We celebrate diversity and are committed to creating an inclusive environment for all employees.	EOE
"Piper Companies is seeking a Full Stack Software Engineer to join a Fortune 500 company in the Arlington, Virginia (VA) area."	Position_Role
Experience building cloud native applications	Experience
"Experience with any modern client-side JavaScript libraries (i.e., Angular, Vue, React, Ember, Knockout, Backbone)"	Experience
"Experience with any variant of Spring Framework (Core, Boot, MVC)."	Experience
Experience with CI/CD is a strong plus	Experience
"Full Health, Dental, and Vision Insurance"	Benefits
Strong 401k Match	Benefits
Competitive PTO Package and Paid Holiday Package	Benefits
At LGS our people are our greatest asset – we make sure your voice is heard and give you the resources to invent solutions to some of the most difficult challenges facing our customers.	About_Company
"Primary Purpose: LGS Innovations, a leader in solving the most complex networking and communications challenges, is seeking a Web Application Engineer III – GUI for our Westminster, CO location."	Position_Role
